-1000mbar.csv,-1002mbar.csv,-1003mbar.csv,-1005mbar.csv,-1007mbar.csv,-183mbar.csv,-260mbar.csv,-391mbar.csv,-500mbar.csv,-590mbar.csv,-664mbar.csv,-725mbar.csv,-7mbar.csv,-817mbar.csv,-913mbar.csv,-938mbar.csv,-962mbar.csv,-978mbar.csv,-989mbar.csv,-997mbar.csv,-99mbar.csv,,,-1015mbar_vaq.csv
0.56,0.56,0.56,0.56,0.56,0.8,0.88,0.8,0.8,0.8,0.72,0.8,-1.68,0.72,0.64,0.64,0.56,0.56,0.64,0.64,0.8,,,0.56
0.56,0.56,0.56,0.56,0.56,0.8,0.88,0.8,0.8,0.88,0.72,0.8,-1.68,0.72,0.64,0.64,0.64,0.56,0.64,0.64,0.88,,,0.56
0.56,0.56,0.56,0.56,0.48,0.88,0.96,0.8,0.8,0.88,0.8,0.8,-1.68,0.72,0.72,0.64,0.64,0.56,0.64,0.64,0.88,,,0.56
0.56,0.56,0.56,0.56,0.56,0.88,0.96,0.88,0.8,0.88,0.8,0.8,-1.68,0.72,0.72,0.64,0.64,0.56,0.56,0.64,0.88,,,0.56
0.56,0.56,0.56,0.56,0.56,0.88,0.96,0.88,0.8,0.88,0.72,0.88,-1.68,0.72,0.64,0.64,0.72,0.56,0.64,0.64,0.88,,,0.48
0.56,0.64,0.56,0.56,0.56,0.88,0.96,0.8,0.8,0.88,0.8,0.8,-1.6,0.8,0.72,0.64,0.64,0.56,0.64,0.64,0.88,,,0.56
0.56,0.56,0.56,0.56,0.56,0.88,0.96,0.88,0.88,0.96,0.8,0.8,-1.68,0.72,0.72,0.64,0.64,0.56,0.64,0.72,0.96,,,0.56
0.56,0.56,0.56,0.56,0.56,0.88,0.96,0.88,0.88,0.88,0.8,0.88,-1.68,0.8,0.72,0.64,0.64,0.64,0.64,0.72,0.96,,,0.64
0.64,0.56,0.56,0.56,0.56,0.96,0.96,0.96,0.96,0.88,0.88,0.88,-1.68,0.8,0.72,0.72,0.64,0.64,0.56,0.64,0.88,,,0.64
0.64,0.56,0.56,0.64,0.56,0.88,0.96,0.96,0.96,0.96,0.88,0.88,-1.6,0.8,0.72,0.64,0.64,0.64,0.56,0.64,0.88,,,0.64
0.56,0.56,0.56,0.56,0.56,0.96,1.04,0.96,0.96,0.96,0.88,0.88,-1.6,0.72,0.72,0.72,0.64,0.56,0.64,0.64,0.96,,,0.64
0.64,0.64,0.56,0.56,0.56,0.96,1.04,0.96,0.96,0.96,0.88,0.88,-1.6,0.8,0.72,0.72,0.72,0.64,0.56,0.72,0.96,,,0.56
0.56,0.56,0.56,0.56,0.56,0.96,0.96,0.88,0.96,0.96,0.88,0.96,-1.68,0.88,0.72,0.64,0.64,0.64,0.64,0.72,0.96,,,0.56
0.64,0.64,0.56,0.56,0.56,0.96,0.96,0.96,0.96,0.96,0.96,0.96,-1.68,0.72,0.8,0.64,0.72,0.64,0.56,0.64,0.96,,,0.56
0.64,0.64,0.56,0.56,0.56,0.96,1.04,0.96,0.96,0.96,0.88,0.96,-1.6,0.8,0.8,0.64,0.72,0.64,0.64,0.64,0.96,,,0.56
0.64,0.64,0.56,0.56,0.56,0.96,1.04,0.96,0.96,0.96,0.96,0.88,-1.6,0.8,0.72,0.72,0.72,0.64,0.64,0.72,0.96,,,0.56
0.56,0.64,0.64,0.64,0.56,0.96,1.04,1.04,0.96,0.96,0.96,0.88,-1.68,0.8,0.72,0.64,0.64,0.64,0.64,0.72,0.96,,,0.56
0.56,0.56,0.64,0.56,0.56,0.96,1.04,0.96,1.04,0.96,0.88,0.88,-1.6,0.8,0.72,0.64,0.72,0.56,0.56,0.64,0.96,,,0.56
0.64,0.56,0.64,0.56,0.64,0.96,1.04,1.04,0.96,0.96,0.88,0.96,-1.6,0.88,0.72,0.72,0.72,0.64,0.56,0.64,1.04,,,0.56
0.56,0.64,0.72,0.56,0.56,0.96,1.04,1.04,0.96,0.96,0.88,0.88,-1.52,0.8,0.72,0.72,0.64,0.64,0.56,0.64,0.96,,,0.56
0.56,0.56,0.64,0.56,0.56,1.04,1.04,1.04,0.96,1.04,0.96,0.96,-1.6,0.8,0.72,0.72,0.64,0.64,0.56,0.64,0.96,,,0.48
0.56,0.64,0.64,0.64,0.56,0.96,1.04,0.96,0.96,1.04,0.96,0.96,-1.52,0.8,0.72,0.72,0.72,0.64,0.56,0.64,0.96,,,0.56
0.56,0.64,0.64,0.64,0.56,1.04,1.04,0.96,0.96,0.96,0.96,0.88,-1.52,0.8,0.72,0.64,0.72,0.64,0.56,0.72,1.04,,,0.56
0.64,0.56,0.64,0.64,0.56,1.04,1.04,0.96,0.96,0.96,0.96,0.88,-1.52,0.8,0.72,0.64,0.72,0.64,0.56,0.72,1.04,,,0.56
0.64,0.64,0.64,0.64,0.56,1.04,1.04,0.96,0.96,0.96,0.96,0.96,-1.52,0.8,0.72,0.64,0.64,0.72,0.64,0.64,0.96,,,0.56
0.64,0.56,0.64,0.64,0.64,1.04,1.04,0.96,1.04,0.96,0.96,0.88,-1.52,0.88,0.72,0.72,0.72,0.64,0.64,0.72,1.04,,,0.56
0.56,0.56,0.64,0.56,0.56,0.96,1.04,0.96,0.96,0.96,0.88,0.88,-1.44,0.88,0.72,0.72,0.72,0.64,0.56,0.64,0.96,,,0.64
0.56,0.56,0.64,0.56,0.56,1.04,1.04,1.04,0.96,0.96,0.96,0.96,-1.44,0.8,0.72,0.72,0.64,0.72,0.64,0.72,0.96,,,0.56
0.56,0.64,0.64,0.56,0.56,1.04,1.04,0.96,1.04,0.96,0.96,0.96,-1.52,0.8,0.72,0.72,0.72,0.64,0.64,0.72,1.04,,,0.56
0.64,0.64,0.56,0.56,0.56,1.04,1.04,1.04,1.04,0.96,0.96,0.88,-1.44,0.8,0.72,0.72,0.56,0.64,0.64,0.72,1.04,,,0.56
0.56,0.64,0.64,0.64,0.56,0.96,1.04,1.04,1.04,0.96,0.96,0.88,-1.52,0.8,0.72,0.72,0.64,0.56,0.64,0.72,1.04,,,0.56
0.64,0.64,0.72,0.64,0.64,1.04,1.04,0.96,1.04,0.96,0.96,0.88,-1.44,0.88,0.72,0.72,0.64,0.64,0.64,0.72,1.04,,,0.56
0.64,0.56,0.64,0.56,0.56,1.04,1.04,1.04,1.04,0.96,0.96,0.96,-1.44,0.8,0.72,0.64,0.64,0.64,0.64,0.72,0.96,,,0.56
0.64,0.64,0.56,0.64,0.56,1.04,1.04,1.04,1.04,0.96,0.96,0.88,-1.44,0.8,0.72,0.64,0.64,0.64,0.64,0.72,1.04,,,0.56
0.56,0.64,0.64,0.56,0.64,1.04,1.12,1.04,1.04,1.04,0.96,0.96,-1.44,0.8,0.72,0.64,0.72,0.64,0.64,0.72,1.04,,,0.56
0.64,0.64,0.64,0.64,0.64,1.04,1.04,0.96,0.96,0.96,0.96,0.96,-1.44,0.88,0.64,0.64,0.64,0.56,0.72,0.72,1.04,,,0.56
0.64,0.64,0.64,0.64,0.64,1.04,1.12,1.04,1.04,1.04,0.88,0.96,-1.44,0.8,0.64,0.64,0.72,0.64,0.72,0.72,1.04,,,0.56
0.64,0.56,0.64,0.56,0.56,1.04,1.04,1.04,1.04,0.96,0.96,0.96,-1.44,0.72,0.72,0.72,0.72,0.64,0.56,0.72,1.04,,,0.64
0.64,0.64,0.56,0.56,0.56,1.04,1.12,1.04,1.04,0.96,0.96,0.88,-1.36,0.8,0.72,0.72,0.72,0.72,0.64,0.72,1.04,,,0.56
0.64,0.64,0.56,0.56,0.64,1.04,1.12,1.04,1.04,1.04,0.96,0.96,-1.36,0.8,0.72,0.72,0.72,0.72,0.72,0.72,1.04,,,0.56
0.64,0.64,0.64,0.64,0.64,1.04,1.12,1.04,1.04,0.96,0.96,0.96,-1.44,0.96,0.72,0.72,0.72,0.72,0.72,0.8,1.04,,,0.56
0.72,0.64,0.64,0.64,0.72,1.04,1.12,1.04,1.04,0.96,0.96,0.96,-1.36,0.88,0.8,0.72,0.72,0.72,0.72,0.72,1.04,,,0.64
0.72,0.72,0.64,0.64,0.64,1.04,1.12,1.04,1.04,1.04,0.96,0.96,-1.36,0.8,0.8,0.64,0.72,0.64,0.72,0.8,1.04,,,0.64
0.64,0.72,0.64,0.64,0.64,1.12,1.12,1.04,0.96,1.04,0.96,0.96,-1.36,0.8,0.72,0.72,0.72,0.72,0.72,0.72,1.04,,,0.72
0.64,0.72,0.64,0.64,0.72,1.12,1.12,1.04,1.04,1.04,0.96,0.96,-1.36,0.88,0.72,0.72,0.72,0.64,0.72,0.8,1.04,,,0.64
0.72,0.72,0.64,0.64,0.64,1.12,1.12,1.04,1.12,1.04,0.96,0.96,-1.36,0.88,0.72,0.72,0.72,0.72,0.72,0.8,1.12,,,0.72
0.72,0.64,0.64,0.64,0.64,1.04,1.12,1.04,1.04,1.04,0.96,0.96,-1.36,0.88,0.72,0.72,0.72,0.72,0.72,0.72,1.12,,,0.64
0.64,0.64,0.64,0.64,0.64,1.04,1.12,1.12,1.04,1.04,0.96,0.96,-1.36,0.8,0.8,0.8,0.72,0.72,0.72,0.8,1.04,,,0.64
0.64,0.72,0.64,0.64,0.64,1.12,1.12,1.12,1.04,1.04,0.96,0.96,-1.36,0.72,0.72,0.8,0.72,0.72,0.72,0.72,1.12,,,0.64
0.72,0.64,0.72,0.64,0.64,1.12,1.04,1.12,1.12,1.04,0.96,0.96,-1.28,0.72,0.8,0.72,0.72,0.64,0.72,0.8,1.04,,,0.64
0.72,0.64,0.72,0.72,0.64,1.12,1.12,1.12,1.12,1.04,1.04,0.96,-1.36,0.72,0.8,0.72,0.72,0.64,0.72,0.72,1.04,,,0.72
0.64,0.72,0.72,0.64,0.72,1.04,1.12,1.12,1.04,1.04,1.04,0.96,-1.36,0.64,0.88,0.8,0.8,0.72,0.64,0.8,1.12,,,0.72
0.72,0.72,0.72,0.64,0.64,1.12,1.12,1.12,1.04,1.04,1.04,1.04,-1.28,0.64,0.8,0.8,0.72,0.72,0.72,0.72,1.04,,,0.64
0.72,0.72,0.72,0.64,0.64,1.12,1.12,1.12,1.04,1.04,0.96,1.04,-1.28,0.72,0.8,0.8,0.8,0.72,0.72,0.8,1.04,,,0.72
0.72,0.72,0.72,0.72,0.72,1.04,1.12,1.12,0.96,1.04,0.96,0.96,-1.28,0.64,0.8,0.8,0.8,0.72,0.72,0.8,1.04,,,0.72
0.72,0.64,0.72,0.72,0.72,1.04,1.12,1.12,1.04,1.04,0.96,0.96,-1.28,0.72,0.8,0.8,0.8,0.72,0.72,0.8,1.04,,,0.72
0.72,0.72,0.72,0.72,0.72,1.04,1.12,1.12,1.04,1.04,0.96,0.96,-1.28,0.72,0.8,0.8,0.72,0.72,0.72,0.8,1.04,,,0.72
0.72,0.72,0.72,0.72,0.72,1.12,1.12,1.04,1.04,1.04,0.96,1.04,-1.28,0.64,0.8,0.8,0.72,0.72,0.64,0.8,1.04,,,0.72
0.72,0.72,0.72,0.64,0.72,1.12,1.12,1.12,1.04,1.04,1.04,0.96,-1.28,0.72,0.8,0.8,0.72,0.72,0.72,0.72,1.12,,,0.64
0.72,0.72,0.72,0.72,0.72,1.12,1.12,1.04,1.04,1.04,1.04,0.96,-1.2,0.72,0.8,0.8,0.8,0.72,0.72,0.8,1.04,,,0.64
0.72,0.72,0.64,0.72,0.72,1.04,1.12,1.12,1.04,1.04,0.96,0.96,-1.28,0.72,0.8,0.72,0.72,0.72,0.72,0.8,1.04,,,0.72
0.64,0.72,0.72,0.72,0.72,1.04,1.12,1.12,1.04,1.04,0.96,0.96,-1.28,0.72,0.8,0.72,0.8,0.72,0.72,0.8,1.04,,,0.72
0.72,0.72,0.64,0.64,0.72,1.12,1.04,1.04,1.12,1.04,0.96,0.96,-1.28,0.72,0.8,0.72,0.8,0.72,0.72,0.8,1.12,,,0.72
0.72,0.72,0.64,0.72,0.72,1.12,1.04,1.04,1.12,1.04,0.96,0.96,-1.28,0.56,0.8,0.72,0.8,0.8,0.72,0.8,1.12,,,0.72
0.72,0.72,0.72,0.72,0.72,1.04,1.04,1.04,1.12,1.04,1.04,0.96,-1.2,0.64,0.72,0.72,0.8,0.72,0.72,0.8,1.04,,,0.72
0.72,0.72,0.72,0.72,0.72,1.04,1.12,1.04,1.04,1.04,0.96,0.96,-1.2,0.72,0.8,0.72,0.8,0.8,0.8,0.88,1.04,,,0.72
0.72,0.72,0.72,0.72,0.72,1.04,1.12,1.04,1.04,1.04,0.96,0.96,-1.2,0.8,0.8,0.72,0.8,0.8,0.8,0.8,1.04,,,0.72
0.72,0.72,0.72,0.72,0.64,1.04,1.12,1.04,1.04,1.04,0.96,0.96,-1.2,0.72,0.88,0.8,0.88,0.8,0.8,0.8,1.04,,,0.72
0.72,0.8,0.72,0.72,0.72,1.04,1.04,1.04,1.04,1.04,1.04,1.04,-1.2,0.72,0.8,0.8,0.8,0.8,0.8,0.8,1.04,,,0.72
0.72,0.72,0.72,0.72,0.72,1.04,1.04,1.04,1.04,1.04,1.04,0.96,-1.2,0.72,0.8,0.8,0.8,0.8,0.8,0.8,1.04,,,0.64
0.8,0.72,0.72,0.72,0.72,1.04,1.04,1.04,1.04,1.04,0.96,0.96,-1.2,0.72,0.88,0.8,0.72,0.72,0.8,0.96,1.04,,,0.64
0.8,0.72,0.72,0.72,0.72,1.04,1.04,1.04,1.04,1.04,0.96,0.96,-1.2,0.72,0.88,0.8,0.8,0.72,0.8,0.8,1.04,,,0.72
0.8,0.72,0.72,0.72,0.72,1.04,1.04,1.04,1.04,1.04,1.04,1.04,-1.2,0.72,0.88,0.88,0.8,0.72,0.8,0.88,1.04,,,0.72
0.72,0.72,0.72,0.72,0.72,1.04,1.04,1.04,1.04,1.04,0.96,1.04,-1.2,0.64,0.88,0.88,0.88,0.8,0.8,0.88,0.96,,,0.72
0.8,0.72,0.72,0.8,0.72,1.04,1.04,1.04,1.04,1.04,0.96,1.04,-1.12,0.72,0.8,0.88,0.8,0.88,0.88,0.96,1.04,,,0.72
0.8,0.8,0.8,0.8,0.8,1.04,1.04,1.04,1.04,1.12,1.04,1.04,-1.12,0.8,0.8,0.88,0.88,0.8,0.8,0.96,1.04,,,0.72
0.8,0.8,0.8,0.72,0.72,1.04,1.04,1.04,1.12,1.12,1.04,1.04,-1.12,0.72,0.88,0.8,0.88,0.8,0.88,0.96,0.96,,,0.72
0.8,0.8,0.8,0.72,0.8,1.04,1.04,1.04,1.04,1.12,1.04,0.96,-1.2,0.72,0.88,0.88,0.8,0.8,0.88,0.88,1.04,,,0.8
0.8,0.8,0.8,0.72,0.72,1.04,1.04,1.04,1.12,1.12,1.04,1.04,-1.12,0.72,0.8,0.96,0.88,0.88,0.88,0.96,1.04,,,0.8
0.8,0.88,0.8,0.72,0.8,1.04,1.04,1.04,1.04,1.04,1.12,1.04,-1.12,0.72,0.88,0.88,0.88,0.8,0.88,0.96,1.04,,,0.8
0.8,0.8,0.8,0.8,0.8,1.04,1.04,1.04,1.12,1.12,1.12,1.04,-1.12,0.8,0.96,0.88,0.88,0.8,0.88,0.96,1.12,,,0.88
0.8,0.8,0.8,0.8,0.72,1.04,1.04,1.04,1.04,1.04,1.04,1.04,-1.12,0.8,0.96,0.88,0.88,0.88,0.88,0.96,1.04,,,0.8
0.88,0.8,0.8,0.72,0.8,1.04,1.04,1.12,1.12,1.04,1.04,1.04,-1.12,0.64,0.96,0.96,0.96,0.88,0.88,0.96,1.04,,,0.8
0.8,0.88,0.88,0.8,0.8,1.04,1.04,1.04,1.04,1.04,1.04,1.04,-1.04,0.72,0.96,0.96,0.96,0.88,0.88,0.96,1.04,,,0.8
0.88,0.88,0.8,0.8,0.88,1.04,1.04,1.12,1.04,1.12,1.04,1.04,-1.04,0.72,0.96,0.96,0.88,0.88,0.88,1.04,1.04,,,0.88
0.8,0.88,0.8,0.8,0.8,1.04,1.04,1.04,1.04,1.12,1.04,1.04,-1.04,0.8,0.96,0.88,0.88,0.88,0.96,0.96,1.04,,,0.8
0.8,0.8,0.88,0.8,0.8,0.96,1.12,1.04,1.04,1.12,1.04,1.04,-1.04,0.8,0.96,0.96,0.88,0.88,0.88,0.96,1.04,,,0.88
0.96,0.8,0.8,0.88,0.8,1.04,1.04,1.04,1.12,1.04,1.04,1.04,-1.04,0.8,0.96,0.96,0.96,0.88,0.96,0.96,1.04,,,0.88
0.96,0.8,0.88,0.88,0.88,1.04,1.04,1.04,1.04,1.12,1.04,1.04,-1.04,0.8,0.96,0.96,0.96,0.88,0.88,0.96,0.96,,,0.8
0.88,0.88,0.8,0.88,0.8,1.04,1.04,1.04,1.04,1.12,1.04,1.04,-1.04,0.8,0.96,0.96,0.96,0.88,0.88,0.96,1.04,,,0.8
0.88,0.8,0.88,0.8,0.8,1.04,1.04,1.04,1.04,1.04,1.04,1.04,-1.04,0.8,1.04,0.96,0.96,0.96,0.88,0.96,1.04,,,0.88
0.88,0.88,0.88,0.88,0.88,1.04,1.04,1.04,1.04,1.04,1.04,1.04,-1.04,0.8,1.04,0.96,0.88,0.96,0.88,0.96,1.04,,,0.88
0.88,0.88,0.88,0.88,0.88,1.04,0.96,0.96,1.04,1.04,1.04,1.12,-1.04,0.88,1.04,0.96,0.96,0.88,0.88,1.04,0.96,,,0.88
0.96,0.88,0.88,0.88,0.88,1.04,0.96,0.96,1.04,1.04,1.04,1.12,-1.04,0.72,0.96,0.96,0.96,0.88,0.96,0.96,1.04,,,0.88
0.88,0.96,0.88,0.88,0.88,0.96,0.96,1.04,0.96,1.04,1.04,1.04,-1.04,0.8,0.96,0.96,0.96,0.88,0.96,1.04,0.96,,,0.88
0.88,0.96,0.96,0.88,0.88,0.96,0.96,1.04,1.04,1.04,1.04,1.04,-1.04,0.88,0.96,0.88,0.96,0.96,0.96,0.96,0.96,,,0.88
0.96,0.96,0.88,0.88,0.88,0.96,0.96,1.04,1.04,1.04,1.04,1.04,-0.96,0.88,1.04,0.96,0.96,0.88,0.96,1.04,0.96,,,0.88
0.96,0.96,0.96,0.88,0.88,0.96,0.96,1.04,1.04,0.96,1.04,1.04,-0.96,0.96,0.96,1.04,0.96,0.96,0.96,0.96,0.96,,,0.88
0.88,0.96,0.88,0.88,0.88,0.96,0.96,0.96,0.96,0.96,1.04,0.96,-0.96,0.96,0.96,0.96,0.96,0.96,0.96,1.04,0.96,,,0.88
0.88,0.88,0.88,0.88,0.8,0.88,0.88,0.96,0.96,0.96,1.04,0.96,-0.96,0.96,0.96,0.96,0.88,0.88,0.96,0.96,0.96,,,0.88
0.88,0.96,0.96,0.88,0.8,0.96,0.96,0.96,0.96,1.04,1.04,1.04,-0.96,1.04,1.04,0.96,0.96,0.96,0.88,1.04,0.96,,,0.8
0.88,0.88,0.88,0.88,0.88,0.96,0.88,0.96,0.96,1.04,0.96,1.04,-0.96,0.96,1.04,0.96,0.96,0.96,0.96,1.04,0.88,,,0.88
0.96,0.96,0.88,0.96,0.96,0.96,0.88,0.96,0.96,0.96,0.96,1.04,-0.96,0.96,0.96,0.96,0.96,0.96,0.96,1.04,0.88,,,0.88
0.96,1.04,0.88,0.96,0.96,0.88,0.88,0.88,0.88,0.96,0.96,0.96,-0.96,0.96,0.96,0.96,0.96,0.96,0.96,1.04,0.88,,,0.88
0.88,0.96,0.96,0.88,0.88,0.88,0.88,0.88,0.88,0.96,0.96,0.96,-0.96,0.96,1.04,0.96,0.96,0.96,0.96,1.04,0.88,,,0.88
0.88,0.96,0.96,0.96,0.96,0.88,0.8,0.88,0.96,0.88,0.96,0.96,-0.96,0.96,1.04,1.04,0.96,0.96,0.96,1.04,0.88,,,0.88
0.88,0.96,0.88,0.88,0.96,0.88,0.88,0.8,0.88,0.88,0.96,0.96,-0.96,0.96,1.04,0.96,0.96,0.96,0.96,1.04,0.8,,,0.8
0.96,0.96,0.96,0.88,0.96,0.8,0.8,0.8,0.96,0.8,0.96,0.96,-0.96,0.96,0.96,0.96,0.96,0.96,0.96,1.04,0.8,,,0.8
0.96,0.96,0.96,0.96,0.88,0.8,0.8,0.88,0.8,0.88,0.96,0.96,-0.96,0.88,0.96,0.96,0.96,0.96,0.96,1.04,0.8,,,0.88
0.96,0.96,0.96,0.96,0.96,0.8,0.8,0.8,0.88,0.8,0.88,0.96,-0.96,0.88,0.96,0.96,0.96,0.96,0.96,1.04,0.8,,,0.88
0.96,0.96,0.96,0.96,0.96,0.72,0.8,0.72,0.8,0.8,0.88,0.88,-0.88,0.96,1.04,0.96,0.96,0.96,0.96,1.04,0.8,,,0.88
1.04,0.96,0.96,0.96,0.96,0.8,0.8,0.8,0.8,0.8,0.88,0.96,-0.96,0.88,1.04,0.96,1.04,0.88,0.96,1.12,0.8,,,0.88
1.04,1.04,0.96,0.96,0.96,0.8,0.72,0.72,0.8,0.8,0.88,0.88,-0.88,0.88,0.96,0.96,1.04,0.96,1.04,1.12,0.72,,,0.88
0.96,0.96,0.96,0.96,0.96,0.72,0.64,0.72,0.8,0.72,0.88,0.88,-0.88,0.88,0.96,0.96,1.04,0.96,1.04,1.04,0.72,,,0.88
0.96,0.96,0.96,0.96,0.96,0.72,0.56,0.8,0.72,0.72,0.8,0.88,-0.88,0.88,0.96,0.96,1.04,0.96,1.04,1.04,0.72,,,0.96
0.96,0.96,1.04,0.96,0.96,0.72,0.56,0.72,0.72,0.72,0.8,0.8,-0.88,0.8,1.04,1.04,0.96,1.04,0.96,0.96,0.72,,,0.96
1.04,0.96,1.04,0.96,0.96,0.8,0.56,0.72,0.72,0.72,0.72,0.72,-0.88,0.8,1.04,1.04,1.04,1.04,1.04,0.88,0.72,,,0.96
1.04,1.04,0.96,0.96,0.96,0.72,0.56,0.72,0.72,0.64,0.8,0.72,-0.88,0.8,0.96,0.96,1.04,0.96,1.04,0.96,0.72,,,0.88
1.04,1.04,1.04,1.04,1.04,0.72,0.56,0.64,0.72,0.56,0.72,0.64,-0.88,0.88,0.96,1.04,1.04,0.96,1.04,0.88,0.72,,,0.96
0.96,1.04,1.04,0.96,0.4,0.72,0.08,0.48,0.64,0.64,0.8,0.64,-0.8,0.8,0.96,0.96,0.16,1.04,0.56,0.88,0.72,,,0.64
-1.36,-0.96,-0.72,-1.36,-1.6,-0.96,-1.68,-1.44,-0.96,-0.88,-0.16,-1.04,-0.8,-1.36,-0.8,-1.28,-1.68,-1.12,-1.52,-0.16,-0.88,,,-1.44
-2.32,-2.08,-2.08,-2.32,-2.4,-1.68,-2.08,-2,-1.84,-1.92,-1.68,-2,-0.8,-2.16,-2,-2.24,-2.4,-2.24,-2.32,-1.84,-1.68,,,-2.4
-2.64,-2.64,-2.56,-2.72,-2.72,-2,-2.24,-2.16,-2.24,-2.32,-2.24,-2.4,-0.8,-2.48,-2.48,-2.64,-2.72,-2.64,-2.72,-2.48,-1.92,,,-2.8
-2.8,-2.8,-2.8,-2.8,-2.8,-2,-2.24,-2.16,-2.32,-2.4,-2.4,-2.56,-0.8,-2.64,-2.72,-2.8,-2.8,-2.8,-2.8,-2.72,-2,,,-2.88
-2.8,-2.88,-2.88,-2.8,-2.88,-2,-2.24,-2.16,-2.32,-2.4,-2.4,-2.56,-0.8,-2.72,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-1.92,,,-2.88
-2.8,-2.88,-2.88,-2.88,-2.88,-1.92,-2.16,-2.16,-2.32,-2.32,-2.48,-2.48,-0.8,-2.72,-2.8,-2.72,-2.8,-2.8,-2.8,-2.8,-1.92,,,-2.88
-2.88,-2.88,-2.88,-2.88,-2.8,-2,-2.08,-2.16,-2.32,-2.32,-2.48,-2.48,-0.8,-2.72,-2.72,-2.72,-2.8,-2.8,-2.8,-2.8,-1.92,,,-2.8
-2.8,-2.88,-2.88,-2.88,-2.88,-1.92,-2.16,-2.08,-2.32,-2.32,-2.48,-2.56,-0.8,-2.64,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-1.84,,,-2.88
-2.8,-2.8,-2.8,-2.88,-2.8,-1.92,-2.08,-2.16,-2.24,-2.32,-2.4,-2.48,-0.8,-2.56,-2.72,-2.72,-2.8,-2.8,-2.8,-2.72,-1.84,,,-2.8
-2.8,-2.8,-2.8,-2.8,-2.8,-1.92,-2.08,-2.08,-2.24,-2.32,-2.4,-2.4,-0.8,-2.64,-2.64,-2.72,-2.8,-2.8,-2.8,-2.72,-1.84,,,-2.8
-2.8,-2.8,-2.8,-2.8,-2.8,-1.92,-2.08,-2.08,-2.24,-2.32,-2.4,-2.4,-0.8,-2.64,-2.64,-2.72,-2.72,-2.8,-2.8,-2.72,-1.76,,,-2.8
-2.8,-2.8,-2.8,-2.8,-2.8,-1.84,-2.08,-2.08,-2.16,-2.24,-2.4,-2.48,-0.72,-2.64,-2.64,-2.64,-2.72,-2.8,-2.72,-2.72,-1.76,,,-2.72
-2.72,-2.8,-2.72,-2.72,-2.72,-1.84,-2,-2,-2.16,-2.32,-2.4,-2.4,-0.8,-2.64,-2.64,-2.64,-2.72,-2.72,-2.72,-2.64,-1.76,,,-2.8
-2.8,-2.8,-2.72,-2.72,-2.72,-1.84,-2,-2,-2.16,-2.24,-2.4,-2.4,-0.72,-2.64,-2.64,-2.64,-2.64,-2.72,-2.72,-2.64,-1.76,,,-2.8
-2.72,-2.72,-2.72,-2.8,-2.72,-1.84,-2,-2,-2.08,-2.24,-2.32,-2.4,-0.72,-2.56,-2.64,-2.64,-2.64,-2.72,-2.72,-2.64,-1.76,,,-2.8
-2.72,-2.72,-2.72,-2.72,-2.64,-1.76,-2,-2,-2.08,-2.24,-2.32,-2.32,-0.72,-2.56,-2.64,-2.64,-2.64,-2.72,-2.72,-2.72,-1.76,,,-2.8
-2.72,-2.64,-2.72,-2.72,-2.72,-1.76,-2,-2,-2.08,-2.16,-2.32,-2.32,-0.72,-2.56,-2.64,-2.64,-2.72,-2.72,-2.72,-2.64,-1.76,,,-2.72
-2.72,-2.72,-2.72,-2.64,-2.64,-1.76,-2,-2,-2.08,-2.16,-2.32,-2.32,-0.72,-2.56,-2.56,-2.56,-2.64,-2.64,-2.64,-2.64,-1.76,,,-2.72
-2.72,-2.72,-2.64,-2.64,-2.64,-1.76,-2,-2,-2.08,-2.16,-2.32,-2.32,-0.72,-2.48,-2.56,-2.56,-2.64,-2.64,-2.64,-2.56,-1.76,,,-2.72
-2.72,-2.72,-2.64,-2.64,-2.64,-1.84,-1.92,-2,-2.08,-2.24,-2.24,-2.32,-0.72,-2.48,-2.56,-2.64,-2.64,-2.64,-2.64,-2.56,-1.76,,,-2.72
-2.64,-2.72,-2.64,-2.64,-2.64,-1.76,-2,-2,-2.08,-2.16,-2.32,-2.32,-0.72,-2.56,-2.56,-2.64,-2.64,-2.64,-2.64,-2.56,-1.76,,,-2.64
-2.64,-2.64,-2.72,-2.64,-2.64,-1.84,-2,-2,-2.16,-2.16,-2.32,-2.32,-0.72,-2.56,-2.56,-2.56,-2.64,-2.64,-2.64,-2.56,-1.76,,,-2.72
-2.64,-2.64,-2.64,-2.64,-2.64,-1.76,-2,-2,-2.08,-2.16,-2.32,-2.32,-0.72,-2.48,-2.56,-2.56,-2.56,-2.56,-2.56,-2.56,-1.76,,,-2.64
-2.64,-2.64,-2.64,-2.64,-2.64,-1.84,-1.92,-1.92,-2.08,-2.24,-2.32,-2.32,-0.72,-2.48,-2.56,-2.56,-2.64,-2.56,-2.56,-2.56,-1.76,,,-2.64
-2.56,-2.64,-2.64,-2.64,-2.64,-1.76,-1.84,-2,-2.08,-2.16,-2.32,-2.32,-0.64,-2.56,-2.48,-2.56,-2.56,-2.64,-2.56,-2.56,-1.68,,,-2.64
-2.64,-2.56,-2.64,-2.64,-2.64,-1.76,-1.76,-2,-2.08,-2.16,-2.32,-2.32,-0.64,-2.56,-2.56,-2.64,-2.56,-2.56,-2.56,-2.48,-1.68,,,-2.64
